track_id,track_name,duration_ms,popularity,explicit,key,mode,tempo,time_signature,preview_url,artist_genres
0N5x5UmYcbBeHFJtCCqf62,Ruby,204200,1,False,,,,,,"britpop, indie rock"
4ncBUy5fM5iWshm02YODea,Baalbek,457800,17,False,,,,,,"chillstep, downtempo, idm, trip hop"
7E8ub9tLrRVmgcFM8YaGGr,Zdarmania - Dizaro Remix,188000,1,False,,,,,,stutter house
1WnnEB2pCkvKawM5rOivvF,The First Rebirth - Original Remastered Mix,358985,54,False,,,,,,"gabber, tekno, happy hardcore, techno, acid techno, gabber, happy hardcore, techno, gabber, happy hardcore, techno"
2ds1pv9NpW4YqfWykRfkDg,Shadows,190254,0,False,,,,,,
4g3Ax56IslQkI6XVfYKVc5,The Less I Know The Better,216318,1,True,,,,,,"neo-psychedelic, indie"
5WHafXECDl10FpURCL294J,Prisma,335535,0,False,,,,,,indie dance
5aHe69GlfkyqywvENV9cmV,The King Of Our Days,353488,0,False,,,,,,"melodic techno, melodic house, techno"
64b4imBQGVBSnv1tcnRr0e,Ultimate Seduction - Original Mix,349800,0,False,,,,,,"acid techno, hard techno, techno"
5M9jOReAKGZ2AttVefFjTY,Don't Look Down (feat. Usher),223139,64,False,,,,,,"edm, electronica, progressive house, r&b"
6W6sLE6lR8WXMzGBFCtVUv,You Inspire Me,240000,33,False,,,,,,"melodic techno, melodic house, minimal techno, techno"
6xB7E0HOWznwiO0v56mqwD,Find Me,204444,49,False,,,,,,drum and bass
2Y5njvhnLuwON1kdYE5qQB,Firefly,398308,1,False,,,,,,deep house
77DTkgGG5XSvkMwyz2QILU,Rise,174466,6,False,,,,,,future house
5vakr8BAdHCSCLmEMUB57E,Romeo,468436,25,False,,,,,,"melodic techno, minimal techno, techno, melodic house"
1lwNTPlNSUgYp6Hybt1V5r,Escape from Paradise,522461,22,False,,,,,,"techno, acid techno, minimal techno, melodic techno"
1fOVpI5kgMGi3m1RJQyJJi,No Order,344653,0,False,,,,,,"melodic house, nu disco"
3xDqy782SXvnrMEA9JOQk7,ambiguous,271253,36,False,,,,,,"anime, j-pop, j-rock"
1nzOUWyHoZLzf9EX0pnFPn,leavemealone,222784,4,True,,,,,,"stutter house, house"
3Rz5yyp1lGgFxY0jVRCqSP,Ivory (Blowsom Remix),174320,23,False,,,,,,"tropical house, french indie pop"
3KIYGBcEJbDP9gfUqPK14i,Everything - Cazzette Remix,332528,0,False,,,,,,"future house, house, progressive house, deep house, edm"
4VikOud5ZmdmHH6h7uQeDB,Nos Siguen Pegando Abajo,206720,65,False,,,,,,"argentine rock, latin rock, rock en español"
7cn2gHnDem0tI8rZXaBmXp,Alive,358144,30,False,,,,,,"melodic techno, minimal techno"
5GebfPWEFlZg7cguHGNYEH,Mashyna,211600,45,False,,,,,,
5FexPEkGAWphMywF4J0U9H,Blooming,452362,0,False,,,,,,"melodic techno, melodic house, minimal techno, progressive house, techno"
1YHcwgrbsYdyyAFYiW8MNN,Walking Alone,189729,11,False,,,,,,
5Lt0L3Hc2eSZXPIOGWXcd8,Leave A Trace - Goldroom Remix,299062,0,False,,,,,,"synthpop, nu disco"
6rbmwyYijUseUs6Rn1qP9w,Maggos,427327,0,False,,,,,,"melodic techno, minimal techno, melodic house"
6Oj89UHfmYp9yR4t0t1q8F,Our Broken Mind Embassy,266646,53,False,,,,,,"melodic house, melodic techno, deep house"
6JNYQjwIYbnEs7PFuqfwhv,Our Own Way - Original Mix Edit,231964,41,False,,,,,,slap house
7He0HteYJzBwssiK2gBsI2,VYZA - Original Mix,201428,0,False,,,,,,
4LnyoXiaAI0MC8S62wxh8m,Take It Back (Right Now),160541,45,False,,,,,,"hard house, eurodance, trance, hypertechno, hard house, eurodance, trance, uk garage, hypertechno"
7xmW8gsZgihBHkjHA3U8l7,"Girl, You'll Be a Woman Soon",189626,0,False,,,,,,
6dOLWS1ee89ZezU4aRnpaX,Your Love,249984,40,False,,,,,,"melodic house, deep house, progressive house"
1V0izoesruT4tuE1DKC61C,Open Our Eyes,241816,36,False,,,,,,"trance, progressive trance"
4y78bEIRTzNe2RbGAnX8zU,My Life,294351,54,False,,,,,,"edm, neo-psychedelic, indie"
69UGm9BuoiJBEaNzNMZBUb,Naval,218106,0,False,,,,,,
3LvvIhumturTVuHFgpgrb4,CSE,193082,0,False,,,,,,"techno, acid techno, hard techno, tekno, minimal techno"
2iWDkAWh9ZlrUg6EkTjxAH,Late Night Drive,114031,46,False,,,,,,"drift phonk, phonk"
6OFh72xtdmMdcm2IAcb6Dw,Joy Rider,265120,19,False,,,,,,
4yUXJSrxSBY885JFdBijk8,Darkflower - Fever Mix,459519,24,False,,,,,,"minimal techno, dub techno, deep house, progressive house"
4fI461wHCNlAX7pNIhnSys,Like A Friend - Radio Edit,202926,35,False,,,,,,"melodic techno, melodic house, indie dance, techno, progressive house"
35sdZvYe8buYBWM7nQj6pI,God Music - Radio Edit,199000,18,False,,,,,,"trance, progressive trance"
1o9VJSwuiMaTSbhOn3gEzx,Goodmorning Clorophilla,363636,20,False,,,,,,"techno, acid techno, hard techno, tekno"
4QL6MnDgsC17nP96sdMXKO,Fight For A New World,423814,0,False,,,,,,"hard techno, techno, acid techno, tekno"
4EdUozH018E3WgRC0P9yJU,Surrender (feat. Rachel Kerr),231986,26,False,,,,,,"bounce, bounce, uk r&b, gospel r&b"
4evORFR2OaJydEctT2CEgf,Rise Up - Radio Edit,170760,1,False,,,,,,
5TpGqJxE3IFeLITHlg0j7x,Starfruit - Original Mix,423978,0,False,,,,,,"tech house, house"
3KLkRy9l3us98SIp6mmxkk,No Cigar,163226,60,False,,,,,,"skate punk, punk, ska punk, melodic hardcore, pop punk, hardcore punk, ska"
24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing (feat. Florence Welch),212560,77,False,,,,,,edm
14Xt2gHH3KH7J1sLAckfnq,Don't Need You Anymore - James Curd Remix (Edit),237049,0,False,,,,,,nu disco
7BDeUe63nd08ptYJtXLPbk,Microwave,511395,0,False,,,,,,"melodic techno, melodic house, minimal techno, progressive house, techno"
71dRBSmaKMdaFZPeZlVzf5,You,126520,58,True,,,,,,"punk, skate punk, hardcore punk, melodic hardcore, ska punk"
5J8MPzzufgbhutBl8gEr6r,Free the Animal,264866,38,False,,,,,,
3Db8OhBMmNPLv2rHYoP7Wf,P.Y.T. (Pretty Young Thing),195851,0,False,,,,,,
7M0fsXo6rpXOKkveYooBob,Goodbye,256786,0,False,,,,,,"idm, glitch"
5kjjmOGjOSdzp9jUIrQhuq,By Your Side (feat. Laura Mac),252746,1,False,,,,,,"hard house, bounce"
2DO7ywgu9cdNqXf7Cukys9,Song to Say Goodbye,216186,0,False,,,,,,britpop
6HvtxMfIUlIIUWlLForw6t,Repaint,233699,21,False,,,,,,j-rock
1CySFxnVmZ4ss602pZ1syF,Ah Oh Uh,403756,17,False,,,,,,"organic house, melodic techno, breakbeat"
3QRji4m3jZKoJHHDfYEvFf,Welcome To The People - Baltra Remix,190181,38,False,,,,,,"tech house, lo-fi house"
4Cm8yhNY5NWVBJy0vPdskQ,Single Instance,325338,3,False,,,,,,"melodic techno, minimal techno, techno, melodic house"
6YzWNNWyxVGC0eczvuUtmF,Say Yes To Heaven - Anyma Remix,222076,61,False,,,,,,"melodic techno, melodic house, techno, stutter house"
7vUwNqZYKChb2nHBVAJB43,Embargo,319466,27,False,,,,,,"trance, progressive trance, progressive house, electronica, edm, trance, progressive trance"
42dvF4habiX6w9f9UnrXEE,Burn for Love,419500,0,False,,,,,,
7q3qX7Ees3FZtRFJXWgPZs,It's Raining Men,254640,60,False,,,,,,
5rLyYxZNzca00ENADO9m54,When I Grow Up,196800,71,False,,,,,,christian hip hop
2JXToTsMgwojJjqY3kiaFh,Dreamer (Feat. Malou),179255,18,False,,,,,,"techno, acid techno, hard techno, tekno, minimal techno, afro house, melodic house"
4GlWm67TOxQ27YRDMHCsql,Icarus Drive,466668,6,False,,,,,,"melodic techno, breakbeat, breakbeat"
5UnIFgOpnUaKsukuB66GXg,Luzifer - feat. Ufo361,329188,0,False,,,,,,"hard techno, techno, acid techno, german hip hop, turkish hip hop"
764dlcO2ri4KKWb7dVWhpI,Drop Dead,126783,27,False,,,,,,"drift phonk, phonk"
4FtjMbx5rC3fUqcBJXhu1G,Higher Level - Bicep Remix,364609,29,False,,,,,,
1eV81a6H4xDdpi8r2C4tQT,Gravity,216000,1,False,,,,,,"minimal techno, techno, melodic techno, tech house, minimal techno, techno"
29T6HQEYLAc8syLr3I4SRK,Somethingood,390880,25,False,,,,,,"nu disco, alternative dance, indie dance"
6MCojEamGcokjZPWOEgbbN,Futura,206915,29,False,,,,,,
1jf4zm3rN0CtpHED3g8umw,The Alphabeat - Radio Edit,205591,21,False,,,,,,edm
2uJbhrIxC7zM62eBmPNApQ,You & I - Zach Mayer Remix,315692,0,False,,,,,,
5cSw4Gkh6Cuxl8JH8vchlm,SL001,289043,11,False,,,,,,
4EOxjNZtlZEUPO62UolMoK,You're An Orchestra In The Cosmos - Joris Voorn Remix,522074,0,False,,,,,,"dub techno, dark ambient, melodic techno, melodic house, deep house"
0VfUUuAT8TbTRKbRmlxMMo,Ryo,389929,0,False,,,,,,"melodic techno, melodic house, deep house"
6sUhC28zNaIuRzjC0QQhTF,All Eyes On You,501760,0,False,,,,,,
5edW1zAmH1bt042sIebo3T,Slow Match,308280,30,False,,,,,,"idm, electronica, dub techno, dub"
0FBcZk6M28DDhdO9JI6mWr,Zerfall,80466,0,False,,,,,,"hard techno, acid techno, techno, hardcore techno, tekno"
0nQdTcykkSL4f8MP8qE1Fl,Wait For You,465199,0,False,,,,,,"melodic techno, melodic house, techno, progressive house"
5cAEZ2TXrysnThigwT73zr,Mind Games,413569,41,False,,,,,,
0GclHr7syAMExjnGx4iulK,Take Me Home,210345,30,False,,,,,,"big room, progressive house, deep house, tribal house, progressive house, latin house"
18pCFVNOgVpEMnFNyH0YdS,Move Next - Original Mix,346270,19,False,,,,,,"acid techno, hard techno, techno, tekno"
2foOeJLKSvepjHEkb4NR8N,Think About the Way,260973,67,False,,,,,,eurodance
5uvosCdMlFdTXhoazkTI5R,Light My Fire,429760,70,False,,,,,,"psychedelic rock, classic rock, acid rock"
5UZub5dP27wSxoB6vcUEvI,Someone Somewhere - Tiësto Edit,221013,0,False,,,,,,melodic bass
6nIzjOlcMmk7ITm7FVbLA5,Tears In Your Eyes,215125,0,False,,,,,,"deep house, melodic house, progressive house, house"
30uitMgJTawWlVLNFEj3BD,Camargue 2019 - Enrico Sangiuliano Remix,494769,0,False,,,,,,"big beat, uk garage, hardcore techno, techno, techno, minimal techno, acid techno, techno, minimal techno, acid techno, tekno"
3ivn6JLGUbrFbhETQ4oikh,Loving You,508850,42,False,,,,,,progressive house
4CMMYnsYsM7gY3Gf7j10yf,Be My Lover,155586,50,False,,,,,,"hard house, eurodance, trance, uk garage, hypertechno, hard house, uk garage"
7CayS6YIPQzWNQ3UurgGmz,Injection,444595,0,False,,,,,,"melodic techno, minimal techno, techno, melodic house"
651QhUxshxkDbIl7Ljb0YX,The Gift - Original Mix,361967,0,False,,,,,,"tech house, house"
0N3W5peJUQtI4eyR6GJT5O,King Kunta,234693,73,True,,,,,,"hip hop, west coast hip hop"
3EPpNzUPEo07qHOYdqfFBM,Mirapolis (Laurent Garnier Remix) - Mixed,353360,0,False,,,,,,electro
0PMi7Te16djd77FNZNHEjS,False Alarm,231000,0,False,,,,,,
1SrIqVTPCu442WhQA6A9tU,The Book of Kells,295025,0,False,,,,,,
06cX1gmzT8uBgPD5eYY3fJ,Tränen stillen keinen Durst,176250,37,False,,,,,,"techno, hard techno, neue deutsche welle"
4jbmgIyjGoXjY01XxatOx6,Dark Horse,215672,81,False,,,,,,"pop, crunk"
0lObCMvwIKJ5bshR0D5V4S,Obsessed Minds,315500,16,False,,,,,,"hard techno, techno, acid techno"
1dhuY1DoWymcOPydghpkkZ,Everyday Of My Life,379802,0,False,,,,,,"progressive house, edm, big room"
0vYtSvR5hvbyVsJYp7Zslq,With You Forever,214053,0,False,,,,,,
4eadlIq69U6dVpnGWwvzRe,CHROMA 008 TANGZ,312307,31,False,,,,,,"alternative r&b, neo soul, uk r&b"
6mcxQ1Y3uQRU0IHsvdNLH1,Where Is My Mind?,236973,2,False,,,,,,alternative rock
3qhW02v4Yo6d5lPhxE6iZb,New Era,221065,0,False,,,,,,"melodic house, progressive house, melodic techno, deep house, melodic techno, melodic house, afro house, techno"
2qxaiv9ZSeRhVBe0zGZaAa,Nothing,209548,10,False,,,,,,"jazz house, lo-fi house, nu disco, disco house, funky house, jazz house, funky house, nu disco, disco house"
3bUNyRrTFJDd4mqvUcb1Aa,Born Slippy (Nuxx) - Radio Edit,264187,63,False,,,,,,"big beat, electronica"
7lQqaqZu0vjxzpdATOIsDt,Starboy,230466,1,True,,,,,,"french house, electronic, electro"
6jLo02XocJ0uwKvWYyIw83,In My Mind,222352,5,False,,,,,,"trance, progressive trance"
2af6IVGm8W8S7YXBDKn6IH,After Berlin,413119,0,False,,,,,,"melodic techno, minimal techno, techno, melodic house"
6Us6ZkVUyxWldY1p12NRHK,Neverland,327946,22,False,,,,,,"hard techno, techno, hard house"
1KcKjWHlBwSSywdLd6MZQj,Obscurity,407121,0,False,,,,,,"melodic techno, melodic house"
6SWxQOJsuX80lBQsiig25v,Indio,367277,8,False,,,,,,"melodic techno, minimal techno, techno, melodic house"
2pucDx5Wyz9uHCou4wntHa,Inspector Norse,400751,1,False,,,,,,nu disco
2SBoJys8JFTR1ntjP9L5wB,We Were Lovers,196422,0,False,,,,,,"darkwave, cold wave, post-punk, ebm, gothic rock, deathrock, industrial"
0c5nIZsdOZOaaFE0OQuoyU,Hell on Earth,388254,46,False,,,,,,"melodic techno, techno, acid techno, melodic house"
2ycQ8PhW4eMoe0Tx0P4Tno,Wolves - Instrumental,283439,0,False,,,,,,"electroclash, new rave, french house"
6twiVe7YH62G7fmYsYRpwN,Come Back to You,188393,45,False,,,,,,
01T9XQEBbU4HJodbfYFt2z,Relevee - Carl Craig Remix / Slam Rework,475105,15,False,,,,,,
08qGLfKTCJirdZBeqzZTRC,Freefall,199026,30,False,,,,,,"trance, progressive trance, progressive house, electronica, edm"
55RgkQsaSkcScDaBm5m7D2,Panic Switch,342040,0,False,,,,,,
2Lt6XpDCo3xETDwWgvZJIY,Murderers,160480,48,False,,,,,,
1C7fiHE5eBoaBF8WwQ5oXP,Prophecy,435000,0,False,,,,,,"techno, acid techno, tech house, minimal techno"
0eGsygTp906u18L0Oimnem,Mr. Brightside,222075,9,False,,,,,,alternative rock
1BydCCN25cQDrDbFv0DqwG,Sintra,322000,14,False,,,,,,"hard techno, techno, acid techno"
2lJgUJ5B4jG6RB0TiUDc1V,The Best Revenge - Oliver Koletzki Remix,406306,4,False,,,,,,"electroclash, alternative dance, new rave, organic house, minimal techno"
22yERhbABNbxGZzsKrsg5i,The Raid - Myde Megamix,359886,0,False,,,,,,"trance, progressive trance"
75kMrDKPJJpgEQaXVh7QMB,Pray to God (feat. HAIM),232226,63,False,,,,,,edm
34ZLVo5BSTwvUs2INNmwnZ,Ignition,437540,0,False,,,,,,"melodic techno, melodic house, minimal techno, progressive house, techno"
27ITlhgZIx0ZYwaLYYDBsi,LOVELIFE,151475,0,False,,,,,,electro house
6A8llSO9QFF4djCCmuCrNu,Flashback,227880,56,False,,,,,,edm
1PHKYn3cci7newB5lJhtYK,Love Alight,179414,0,False,,,,,,
7aIb17DMLcOhLJIc9vF6Aa,Phonky Tribu,286145,59,False,,,,,,"hard house, techno, phonk, hard techno"
2Kpoeflreypc9B2iQeawu2,Higher,230746,0,False,,,,,,
5esZWlW1SijQtw30OcWyUs,Space Diver,397440,1,False,,,,,,"minimal techno, techno, melodic techno, tech house"
29P3bJSzsI5fUvwxSItkvr,Lovers From The Past,199280,56,False,,,,,,"darkwave, cold wave"
4d1nARrbVO8nQ6463It0LQ,About Us - Original Mix,241951,34,False,,,,,,"melodic techno, progressive house, melodic house, indie dance, melodic techno, melodic house, progressive house, techno"
3eGE5o9pzEGgIahB4lrqvX,Wechselspannung,364255,33,False,,,,,,"hard techno, techno, acid techno, tekno"
0EcH1iItB5rVIZaaiQMbsG,Take Me Away (Into The Night) - Vocal Radio Mix,190426,59,False,,,,,,trance
2aKqSCOlErHn6sZKHRrw6A,Descending Fog,213750,2,False,,,,,,"techno, acid techno"
6I5EyRfFFWlLuXlaBVy1up,Der Blaue Reiter,431870,0,False,,,,,,"melodic techno, melodic house"
7IfOWyh4jTfkcGVrXKVNq0,Aloha,218480,60,False,,,,,,
71ty7upWSu5JxHcGfWSENY,We Are Not Alone,386341,0,False,,,,,,"melodic techno, melodic house"
00DTyvJWZxmyG6qLE9O57F,Grey Matter,450147,0,False,,,,,,"techno, minimal techno"
33BtlwXUBRunGdnHAy9Qdi,Don't Mean A Thing,348741,36,False,,,,,,idm
0Wr03HrFK8eZiTwM2sHVeN,Dysania - Original Mix,440975,0,False,,,,,,"melodic techno, melodic house, techno, minimal techno, melodic techno, melodic house, indie dance, progressive house"
7pBGmCtzP0h22KARFPx9Tt,Holding Me (Radio Edit),190223,22,False,,,,,,
1VsQdMNLHs9gVjvlpgfxL4,Sir Duke - Original Mix,159111,0,False,,,,,,"big room, electro house, future house, edm, big room"
0Y3SRdVn4yNpXD2rpTcPun,Heartbreaker,695662,25,False,,,,,,"techno, hard techno, acid techno, tekno"
0sgbVwevbpvp9e6LF152Jt,In the Air (Mord Fustang Remix),458306,0,False,,,,,,"edm, progressive house, melodic house, progressive house, trance, progressive trance, progressive house, electro house"
5U2mg6BAKhffYt8iTbuWkK,Boom Clap - Aeroplane Remix,316986,18,False,,,,,,"hyperpop, art pop, nu disco, french house, indie dance, disco house"
01J6iy59nDgDoEd0nhqgcu,Time Is On Your Side - Radio Edit,176799,36,False,,,,,,"progressive house, future house, edm, progressive house"
5LXPtSbeAQoxk9u9rayfur,Talk,406101,2,False,,,,,,"melodic techno, melodic house"
42RIuav2MTQs3TEelnQDa3,Bleu (better with time),196965,0,False,,,,,,"stutter house, house"
5F5dA3feOoROfU8VBpnOiy,Underworld - Tuff City Kids Remix,465556,0,False,,,,,,"melodic techno, melodic house, tech house, indie dance, nu disco"
6qWNnWeTNTr4nulEtHh96A,Shooting Stars,233332,0,False,,,,,,alternative dance
5PhgIoXTSE51GwHKbdJiwR,Blood Lust,245333,0,False,,,,,,witch house
336ZYcU6poBWi3s8yzRcAD,I Follow Rivers,228466,62,False,,,,,,
67wpgNP46NIoSSTAk6dBWF,Alte Zeit,366857,32,False,,,,,,"hard techno, techno, acid techno, tekno"
7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,222586,9,False,,,,,,alternative rock
2w1JSr3I1BXnTRyGskbJ45,Juniper,414193,40,False,,,,,,"minimal techno, techno, melodic techno, melodic house, tech house"
7JLgigmISLh7ZhYubUWK0T,Two Souls (Austin Leeds & Redhead Roman Remix),329546,0,False,,,,,,"trance, progressive trance, trance, melbourne bounce, future house"
4aBYzs8RxZMuqyOanNlf8I,Like I Do,201560,48,False,,,,,,"edm, edm, electronica, progressive house, future house, edm"
7Ay8Qdrvu0htVl7CkqTYAi,DVNO,236546,0,False,,,,,,"french house, new rave"
120okE9x88oKj0H4HHwYxk,Proteus,344262,6,False,,,,,,"techno, melodic techno, acid techno"
0fHZirprNSLEc1OLs1OiwL,Blossom,254586,1,False,,,,,,
7nj50KCxnSOUGNOvLP0gEn,Syren,197822,0,False,,,,,,"melodic techno, melodic house, techno, stutter house, melodic techno, techno, tech house"
61iUPDjDM2zgGm9zuK37h6,Meander,205068,48,False,,,,,,"techno, hard techno"
3qrEG6rQ9Qm72MNWeUKKiU,Wham Bam Shang-A-Lang,212840,69,False,,,,,,
57h96qWrViAcioQHyb6exT,Cruel Mistress,294914,0,False,,,,,,"nu disco, disco house, funky house"
15uFqHGAOvaGCqikvgiW6w,Sleepless - Radio Edit,221421,0,False,,,,,,"edm, electro swing"
5453frA2hsBPjGRVDHm1PJ,Somebody's Story,548640,0,False,,,,,,"melodic techno, minimal techno, techno, deep house, melodic house"
3gfmFoJgmn9LiIj5mV8oSS,I Just Can't,156000,0,False,,,,,,"slap house, edm, big room, edm"
7rbIaUUlcwCa1PZMrTErxq,Elessar,391250,0,False,,,,,,"melodic techno, melodic house, minimal techno, techno, progressive house"
1x6JcuNsTk2jv6CszQqyC9,Take My Hand,383750,16,False,,,,,,
57RHMnLMQx8Qz5V6c0E8dF,We Are The People,267354,61,False,,,,,,
54bjvhHv2ThqFtK9PACFhf,Hands (feat. Denai Moore) - Samaran Remix,254440,0,False,,,,,,future bass
1F9kEuwT29fgqlovIclu81,love race (feat. Kellin Quinn),188779,58,False,,,,,,pop punk
5eCgNATwXgRc4mZx9NymGJ,Waiting For Love,228750,2,False,,,,,,edm
4ZuRtS1VQYdJBeHPQ1QQj3,In The Dream - Myde Megamix,207032,0,False,,,,,,"trance, progressive trance, trance"
43ra6sCSWB4vttGezXhGG3,Rain,318610,0,False,,,,,,"melodic house, melodic techno, progressive house, progressive house, acid jazz"
5xUvPuiQvF1AQHE5Xj4uTL,Caress Me - Edit,203520,0,False,,,,,,tech house
61vMONAklv5mZaRzpVhuQH,I Feel Better (feat. Nick Nikon),442031,0,False,,,,,,alternative r&b
72kpLCmcgQHB8b6XFOQEDU,Hand In Hand,256680,0,False,,,,,,
4lkDky0afnOb8QZZsbeS2Y,Perfect Illusion,181506,0,False,,,,,,"art pop, pop"
2Q7WLLrYzb10BryPYutbGX,Tender Skin,435226,0,False,,,,,,
6Sut2jMsmtx3ZFeJQP6jV4,Roll the Dice - Konstantin Sibold Remix,285235,49,False,,,,,,"techno, minimal techno, melodic techno, melodic house, techno"
0lwfTyUbKM9Em6225HXT4B,Colonia,234546,42,False,,,,,,"techno, acid techno, hard techno, tekno"
6B7i07DIQnXuuCvhRFPGYW,Full Throttle - Paula Temple Remix,361690,15,False,,,,,,"swedish pop, techno, hard techno, acid techno, tekno, industrial"
3LBWAYCXn4GCkg0jOgWD7D,Breathe In (Short Mix),247559,46,False,,,,,,"melodic techno, melodic house, techno, progressive house, melodic techno, melodic house, melodic techno, melodic house"
4zvqwaG4RBM6H8Fgf6Ym8L,Too Deep,272275,0,False,,,,,,"darkwave, cold wave, ebm, post-punk, industrial, synthpop, gothic rock, witch house"
7vmLW0qZn0vBgH6WN7ZAnC,Only God Knows,231750,37,False,,,,,,experimental hip hop
4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,264493,64,False,,,,,,indie
5rzwaJ4x3067nM3YmG99V0,Afraid of Heights,225680,50,False,,,,,,punk
3b28eJuh4eW50jXjPKpf49,Alone,238129,32,False,,,,,,"melodic house, melodic techno, deep house, afro house, melodic house"
2ewfX3ASoCQgTGSUn6G9XQ,Patience,277975,4,False,,,,,,
5mtekYNQKL206zNH3UXdGD,Work,265160,0,False,,,,,,"french house, electroclash"
63MUg41pBCQ1Usu23cb6wP,You Won't Forget Tonight,262753,0,False,,,,,,liquid funk
6utFNl6tz78Z5luz4H5IAN,Marble,219826,17,False,,,,,,synthwave
5jCqGZpLdbfutqUdO2HSNE,Die Energie,341791,0,False,,,,,,"hard techno, techno, acid techno, hardcore techno"
5VwIUWNIcvXvPRLProsxGD,Miami 82 - Vocal Mix,365625,0,False,,,,,,"tropical house, edm"
1lpGX4TZPVgEKGGBDc3n9j,Nada,260439,70,False,,,,,,"rock en español, mexican rock, mexican indie, latin alternative, latin indie, latin rock, rock en español, latin rock, mexican rock"
1xdXDooKsUwg957EOMMORq,Bassface,390000,18,False,,,,,,"acid techno, techno, hard techno, tekno"
15JHH5FBawCL7DmCcUxlUp,Song For No One,248746,0,False,,,,,,alternative dance
33W8Y0phMRh83gYfWDWGey,Dilo 33,198000,3,False,,,,,,trip hop
5K7RDuh2JihPUScuOB76Sq,Face Everything And Rise,190586,0,False,,,,,,"nu metal, rap metal, alternative metal, rap rock, rock"
6ngaOZmoYDSOILK4XfdJBW,West Coast,202573,36,False,,,,,,"garage rock, surf rock, skate punk, indie punk"
51cfYPKmavPCpttVPmV6Y7,B3 (Summer Tape III),191607,37,False,,,,,,acid house
7w6Qt3Yl6dIsVxHcy0nEi7,75ZOO,349672,28,False,,,,,,"melodic techno, techno, acid techno, melodic house"
29U1azNyQN2vSqIquF9srD,Midnight City,243960,0,False,,,,,,
18jcuenWg8hfYdZee2lQfc,Kisses (feat. bbyclose) - Malugi Remix,150735,42,False,,,,,,"hard house, eurodance, trance, uk garage, hypertechno"
1ajPdywE7Y06OR2WkZa2Ca,LEFTLOVERS,424091,29,False,,,,,,"hard techno, techno, acid techno, tekno"
0SyWhkrm6yBPgqliVB7MP9,Knees Break,148965,50,False,,,,,,"hard house, eurodance, trance, uk garage, hypertechno, hard house, eurodance, trance, techno, bounce"
7ons5HsFQUnWu2x7dXNZAa,Vibrant Air,251000,0,False,,,,,,"lo-fi house, boom bap, lo-fi house"
1BLOVHYYlH4JUHQGcpt75R,Ode To The Mets,351786,70,True,,,,,,"garage rock, indie rock, alternative rock"
0esqnRo6slUc3hjqppnVAn,About My Dreams,320000,36,False,,,,,,"melodic techno, melodic house, afro house, techno"
1v1cw4SFLh1ELs2VRAcJZt,Shut Up,296186,0,False,,,,,,
4uuG4svhDuKtDOZ2BXeRA1,Ms. Right Now,258504,25,False,,,,,,
5WboXLLp70GOKNrTiaXWCh,It's All Over,443594,0,False,,,,,,
6a9Iq8S1xFjfXwDkrfZZwA,Faith Forever,338999,9,False,,,,,,tekno
6dzqqQSSuqH5CEEyeYwYJU,Unloved Hate - Mixed,222582,14,False,,,,,,acid techno
69AERH8jcGcqFIIFv9qD2B,Diamonds - Original Mix,319933,25,False,,,,,,"melodic house, progressive house, deep house, melodic house"
19slC7k8bsPOAKDjHYLU2W,Father And Son,221000,1,False,,,,,,"folk rock, folk, singer-songwriter"
2E01JGJGMa5gW1PmqAWYXG,Overtime,246447,45,False,,,,,,edm
4IZdfTsTlQYvBtSFAcgjVu,Get Closer - Joe Mason Remix,264000,26,False,,,,,,
702zhmWCJd4fHlxuIC02qZ,Eagle Eyes - Joe Stone Remix,290853,0,False,,,,,,"tropical house, tropical house"
0g8oX8FjqUDQc3u4PMJHab,Take U Back (Reinier Zonneveld's 2023 Mix),236666,32,False,,,,,,"techno, acid techno, hard techno, tekno, minimal techno, hardcore, frenchcore, hardstyle, gabber, hardcore techno, speedcore, tekno"
6fQoomNZcRthXGJmR8JulG,Wake The Giant,210790,35,False,,,,,,edm
5jmqf0BMOKEcC8pMC2OiGo,Клоуны,210232,35,False,,,,,,
4YAmz4rhvNURdkmwbWAX35,Ева,248760,0,False,,,,,,
2UpAbzcMcKee8ucVeOCXty,Everyday,379842,0,False,,,,,,"brazilian bass, electronic, electro, g-house"
4Iy0bmPLIOglTSz47y6x0s,Spark Of Light,284500,15,False,,,,,,"melodic techno, melodic house, minimal techno, techno, melodic techno, melodic house, progressive house"
4dPnw4jTJafl5xlJTc1bLf,Have a Fight,214000,15,False,,,,,,flamenco
2HYaqJitHc9qiG68vc0JIm,Fluorescent Adolescent,179533,1,False,,,,,,"indie, garage rock"
2IkhVn22dipV80PXKhy8JY,Sacrifice,362528,0,False,,,,,,"disco house, funky house, chicago house"
3KGh0aBKXeOM3QBnPmRXcF,Veil - Edit,199024,0,False,,,,,,"melodic techno, melodic house, techno, minimal techno"
2AmjhQbiL663mGtaVDB6Jx,Good Day (feat. DJ Snake & Elliphant),228342,0,False,,,,,,"edm, edm trap"
2HRSVvvATNEndZOR47UPPZ,In Der Nacht,313037,0,False,,,,,,"hard techno, acid techno, techno, hardcore techno, tekno"
